name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,,g_us_per_km,max_i_ka,kv_from,MVA_sp,df,parallel,type,max_loading_percent,in_service,line_id,wp_max_i_ka,,MVA_wp
    'Finglas' to   'Huntstown',,1640,1609,1.4,3.49E-01,6.91E-01,1.80E+02,0.4886,0,1.556221407,220,592.9999998,1,1,,110,TRUE,297,1.556221407,228,592.9999998
  'Fin_urban' to   'Fin_rural',,1641,1638,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,296,1.102214151,na,210
  'Fin_urban' to   'McDermott',,1641,1544,7.9,4.59E-02,1.06E-01,4.70E+02,0.36261,0,0.624588018,110,118.9999999,1,1,,110,TRUE,295,0.624588019,227,119
  'Fin_urban' to  'Pelletstown',,1641,1494,3.52,1.13E-01,3.40E-01,4.56E+01,0.39776,0,0.419891105,110,80.00000003,1,1,,110,TRUE,294,0.624588018,226,119
   'Frn St B' to  'Heuston Squa',,1642,1610,2.4,8.57E-02,1.82E-01,2.64E+02,0.20568,0,0.734809434,110,140.0000001,1,1,,110,TRUE,293,0.734809433,225,140
   'Frn St B' to   'Inch_City',,1642,1606,5.6,9.51E-02,2.12E-01,3.41E+02,0.53256,0,0.561604353,110,107,1,1,,110,TRUE,292,0.561604353,224,107
   'Frn St A' to    'Frn St B',,1643,1642,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,291,0.645582574,na,123
   'Frn St A' to  'Harolds Cros',,1643,1611,2.28,9.55E-02,2.12E-01,3.46E+02,0.21774,0,0.561604353,110,107,1,1,,110,TRUE,290,0.561604353,223,107
   'Frn St A' to     'Trinity',,1643,1445,2.8,8.64E-02,1.82E-01,2.64E+02,0.24192,0,0.734809434,110,140.0000001,1,1,,110,TRUE,289,0.734809433,222,140
   'Flagford' to       'Louth',,1644,1564,110.08,5.69E-02,4.29E-01,8.68E+00,6.263552,0,1.007738652,220,384.0000001,1,1,,110,TRUE,288,1.246551718,221,475
   'Flagford' to   'Srananagh',,1644,1465,56.011,5.62E-02,4.06E-01,9.03E+00,3.1478182,0,1.138954622,220,434,1,1,,110,TRUE,287,1.346275855,220,513
   'Flagford' to       'Gilra',,1645,1632,10.6,1.88E-01,4.17E-01,8.43E+00,1.9928,0,0.356907439,110,67.99999997,1,1,,110,TRUE,286,0.645582574,219,123
   'Flagford' to       'Sligo',,1645,1471,50.5,1.88E-01,4.16E-01,8.43E+00,9.494,0,0.519615242,110,98.99999995,1,1,,110,TRUE,285,0.635085296,218,121
   'Flagford' to      'Tonroe',,1645,1434,32.3,7.60E-02,3.93E-01,9.26E+00,2.4548,0,0.934257708,110,177.9999999,1,1,,110,TRUE,284,1.102214151,217,210
   'Flagford' to  'Sliabh Bawn',,1645,151,21.705,7.60E-02,3.93E-01,9.26E+00,1.64958,0,0.934257708,110,177.9999999,1,1,,110,TRUE,283,1.102214151,216,210
  'Fass East' to   'Fass West',,1647,1646,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,282,0.645582574,na,123
  'Fass East' to  'Fassaroe_T',,1647,860,5,1.89E-01,4.16E-01,8.43E+00,0.945,0,0.551107075,110,105,1,1,,110,TRUE,281,0.645582574,215,123
  'Corkagh_2' to  'Castlebagot',,1648,1569,0.75,1.63E-01,3.23E-01,2.91E+02,0.12225,0,0.981495458,110,187.0000001,1,1,,110,TRUE,280,1.170446455,na,223
  'Corkagh_2' to  'Castlebagot' 2,,1648,1569,0.75,1.63E-01,3.23E-01,2.91E+02,0.12225,0,0.981495458,110,187.0000001,1,1,,110,TRUE,279,1.170446455,na,223
    'Corkagh' to   'Corkagh_2',,1649,1648,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,278,52.48113947,na,9999
 'Mountlucas' to  'Thornsberry',,1650,1436,18.289,1.06E-01,3.71E-01,3.98E+01,1.938634,0,0.708566239,110,134.9999999,1,1,,110,TRUE,277,0.834533571,214,159
  'Kill Hill' to     'Thurles',,1651,1437,21.241,7.63E-02,3.93E-01,9.26E+00,1.6206883,0,0.934257708,110,177.9999999,1,1,,110,FALSE,276,1.102214151,,210
      'Ennis' to  'Slievecallan',,1652,873,31.001,1.26E-02,1.85E-01,2.30E+02,0.3906126,0,1.023484568,110,195,1,1,,110,TRUE,275,1.154700538,212,220
   'Drumkeen' to  'Letterkenny',,1653,1557,8.346,1.81E-01,4.00E-01,8.20E+00,1.510626,0,0.519615242,110,98.99999995,1,1,,110,TRUE,274,0.645582574,211,123
   'Drumkeen' to   'Meentycat',,1653,1519,5,1.89E-01,4.16E-01,8.43E+00,0.945,0,0.519615242,110,98.99999995,1,1,,110,TRUE,273,0.635085296,210,121
   'Drumkeen' to     'Clogher',,1653,777,27,1.73E-01,4.07E-01,1.48E+01,4.671,0,0.540609798,110,103.0000001,1,1,,110,TRUE,272,0.645582574,209,123
   'Dunfirth' to    'Dunfir_T',,1654,878,0.06,1.2,2,4.39E+01,0.072,0,0.299172412,110,56.99999996,1,1,,110,TRUE,271,0.645582574,na,123
     'Dalton' to    'Dalt_cap',,1655,885,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,270,0.645582574,na,123
 'Derrylahan' to  'Shannonbridg',,1656,1476,3.5,3.49E-02,1.49E-01,2.90E+02,0.12215,0,0.734809434,110,140.0000001,1,1,,110,TRUE,269,0.734809433,208,140
  'Derryiron' to    'Kinnegad',,1657,1577,15.116,9.85E-02,3.99E-01,9.26E+00,1.488926,0,0.519615242,110,98.99999995,1,1,,110,TRUE,268,0.834533571,207,159
  'Derryiron' to     'Timahoe',,1657,1448,25.125,7.61E-02,3.93E-01,9.34E+00,1.9120125,0,0.934257708,110,177.9999999,1,1,,110,FALSE,267,1.102214151,206,210
  'Derryiron' to  'Thornsberry',,1657,1436,19.673,7.60E-02,3.93E-01,9.26E+00,1.495148,0,0.934257708,110,177.9999999,1,1,,110,TRUE,266,1.096965512,205,209
  'Derryiron' to   'Derryiron',,1657,896,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,265,5.243390172,na,999
Derryiron to Clonin,,1657,27,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,264,52.48113947,na,9999
 'Dardistown' to     'Belcamp',,1658,1737,8,6.20E-02,1.35E-01,1.60E+02,0.496,0,0.734809434,110,140.0000001,1,1,,110,TRUE,263,0.75055535,204,143
 'Dardistown' to   'Fin_rural',,1658,1638,9.245,2.22E-02,1.88E-01,3.15E+02,0.205239,0,0.734809434,110,140.0000001,1,1,,110,TRUE,262,0.734809433,203,140
 'Dardistown' to     'Kilmore',,1658,1574,3.2,8.70E-02,1.82E-01,2.64E+02,0.2784,0,0.734809434,110,140.0000001,1,1,,110,TRUE,261,0.734809433,202,140
     'Dallow' to    'Dallow T',,1659,907,12.2,1.88E-01,4.17E-01,8.60E+00,2.2936,0,0.551107075,110,105,1,1,,110,TRUE,260,0.645582574,201,123
  'Dunmanway' to   'Dunmanway' 2,,1662,1661,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,259,5.243390172,na,999
  'Dunmanway' to     'Macroom',,1662,1535,26.22,1.82E-01,4.16E-01,8.76E+00,4.77204,0,1.028733207,110,196,1,1,,110,TRUE,258,1.138954622,200,217
  'Dunmanway' to  'Carrigdangan',,1662,1534,10.875,1.72E-01,4.42E-01,8.68E+00,1.8705,0,1.107462789,110,211,1,1,,110,TRUE,257,1.138954622,199,217
  'Dunmanway' to    'Dunm_cap',,1662,925,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,256,0.645582574,na,123
   'Dunstown' to    'Woodland',,1663,1429,50,2.92E-02,2.20E-01,232.0299744,1.46,0,2.396003617,380,1577,1,1,,110,TRUE,255,2.836613033,198,1867
   'Dunstown' to      'Kellis',,1664,1579,59.3,5.63E-02,4.20E-01,8.62E+00,3.33859,0,1.031357526,220,392.9999999,1,1,,110,TRUE,254,1.228181482,197,468
   'Dunstown' to  'Maynooth B',,1664,1540,30.55,5.70E-02,4.20E-01,8.60E+00,1.74135,0,1.138954622,220,434,1,1,,110,TRUE,253,1.346275855,195,513
   'Dunstown' to  'Maynooth B' 2,,1664,1540,30.55,5.70E-02,4.20E-01,8.62E+00,1.74135,0,1.138954622,220,434,1,1,,110,TRUE,252,1.346275855,195,513
   'Dunstown' to  'Turlough Hil',,1664,1449,26.62,5.45E-02,4.02E-01,3.57E+01,1.45079,0,0.921136111,220,350.9999999,1,1,,110,TRUE,251,0.921136111,194,351
  'Drybridge' to      'Deenes',,1665,1734,9.55,7.60E-02,3.93E-01,1.10E+01,0.7258,0,0.934257708,110,177.9999999,1,1,,110,TRUE,250,1.102214151,193,210
  'Drybridge' to      'Gorman',,1665,1619,19.394,1.83E-01,4.16E-01,8.51E+00,3.549102,0,0.519615242,110,98.99999995,1,1,,110,TRUE,249,0.635085296,192,121
  'Drybridge' to      'LouthA',,1665,1565,31.9,7.62E-02,3.93E-01,9.34E+00,2.43078,0,0.519615242,110,98.99999995,1,1,,110,TRUE,248,0.635085296,191,121
  'Drybridge' to   'Oldbridge',,1665,1487,2.875,7.65E-02,3.93E-01,1.07E+01,0.2199375,0,0.934257708,110,177.9999999,1,1,,110,TRUE,247,1.102214151,190,210
       'Doon' to    'Doon_cap',,1667,967,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,246,0.645582574,na,123
    'Drombeg' to  'Kilpaddoge',,1668,1572,13.895,7.05E-02,3.94E-01,1.97E+01,0.9795975,0,0.934257708,110,177.9999999,1,1,,110,TRUE,245,1.102214151,189,210
    'Drombeg' to      'Tralee',,1668,1439,32.333,7.60E-02,3.92E-01,1.12E+01,2.457308,0,0.934257708,110,177.9999999,1,1,,110,TRUE,244,1.102214151,188,210
  'Dungarvan' to  'Rathnaskillo',,1669,1478,15.475,7.66E-02,3.93E-01,1.02E+01,1.185385,0,0.934257708,110,177.9999999,1,1,,110,TRUE,243,1.102214151,187,210
  'Dungarvan' to   'Woodhouse',,1669,1423,8.65,7.69E-02,3.93E-01,9.42E+00,0.665185,0,0.934257708,110,177.9999999,1,1,,110,TRUE,242,1.102214151,186,210
   'Drumline' to       'Ennis',,1671,1652,17.437,1.87E-01,4.17E-01,9.50E+00,3.260719,0,0.519615242,110,98.99999995,1,1,,110,FALSE,241,0.635085296,,121
   'Drumline' to     'Dru_cap',,1671,987,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,240,0.645582574,na,123
    'Dundalk' to  'Mullagharlin',,1673,1520,7.5,1.89E-01,4.16E-01,8.76E+00,1.4175,0,0.519615242,110,98.99999995,1,1,,110,TRUE,239,0.635085296,184,121
    'Dundalk' to      'LouthB',,1673,674,16.811,7.60E-02,3.93E-01,9.26E+00,1.277636,0,0.934257708,110,177.9999999,1,1,,110,TRUE,238,1.102214151,183,210
 'Knockranny' to      'Screeb',,1674,1698,33.33,1.13E-01,3.93E-01,3.14E+01,3.76629,0,0.708566239,110,134.9999999,1,1,,110,TRUE,237,0.834533571,182,159
 'Knockranny' to  'Knockranny A',,1674,1675,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,236,5.243390172,na,999
 'Knockranny' to  'Knockalough',,1674,1666,11.7,2.79E-02,1.55E-01,2.40E+02,0.32643,0,0.997241374,110,190,1,1,,110,TRUE,235,0.997241374,181,190
 'Knockranny' to    'Salthill',,1674,1473,22.71,1.01E-01,3.38E-01,9.42E+01,2.29371,0,1.023484568,110,195,1,1,,110,TRUE,234,1.154700538,180,220
 'Knockranny' to       'Buffy',,1674,1001,0.5,2.44E-01,0.484,2.95E+02,0.122,0,0.734809434,110,140.0000001,1,1,,110,TRUE,233,0.734809433,na,140
 'Knockranny A' to       'Ugool',,1675,1672,3.422,3.57E-02,1.43E-01,3.09E+02,0.1221654,0,1.023484568,110,195,1,1,,110,TRUE,232,1.154700538,179,220
   'CorduffB' to  'Finglas220b',,1678,1639,3.734,1.31E-01,4.28E-01,8.64E+00,0.489154,0,1.138954622,220,434,1,1,,110,TRUE,231,1.346275855,178,513
   'CorduffB' to    'Woodland',,1678,1430,17.835,5.70E-02,4.21E-01,8.64E+00,1.016595,0,1.138954622,220,434,1,1,,110,TRUE,230,1.346275855,177,513
    'Corduff' to    'CorduffB',,1679,1678,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,229,2.621695086,na,999
    'Corduff' to  'CRUISERATH',,1679,1677,1,0.48884,0.968,272.931228,0.48884,0,1.495862061,220,570,1,1,,110,TRUE,228,1.495862061,na,570
    'Corduff' to  'CRUISERATH' 2,,1679,1677,1,0.48884,0.968,272.931228,0.48884,0,1.495862061,220,570,1,1,,110,TRUE,227,1.495862061,na,570
    'Corduff' to     'Finglas',,1679,1640,3.734,1.31E-01,4.28E-01,8.64E+00,0.489154,0,1.138954622,220,434,1,1,,110,TRUE,226,1.346275855,176,513
    'Corduff' to  'Huntstown 2',,1679,1608,3.728,1.31E-01,2.60E-01,235.9568105,0.488368,0,1.45649727,220,555,1,1,,110,FALSE,225,1.45649727,,555
    'Corduff' to  'Gallanstown',,1680,1622,11.05,7.67E-02,3.93E-01,9.26E+00,0.847535,0,0.934257708,110,177.9999999,1,1,,110,TRUE,224,1.102214151,175,210
    'Corduff' to    'Ryebrook',,1680,1490,13,1.26E-01,4.04E-01,9.09E+00,1.638,0,0.934257708,110,177.9999999,1,1,,110,TRUE,223,1.1494519,174,219
    'Corduff' to     'Corduff',,1680,1003,0.001,5,10,3.18E+04,0.005,0,2.498352074,110,476,1,1,,110,TRUE,222,2.498352074,na,476
  'City West' to  'Fortunestown',,1681,1636,1.5,8.15E-02,1.61E-01,3.21E+02,0.12225,0,0.650831213,110,124.0000001,1,1,,110,TRUE,221,0.692820323,173,132
  'City West' to  'Inch_Country',,1681,1604,8.9,1.51E-01,4.09E-01,8.84E+00,1.3439,0,0.540609798,110,103.0000001,1,1,,110,TRUE,220,0.645582574,172,123
  'Cullenagh' to  'Great Island',,1682,1626,23.34,7.05E-02,4.11E-01,1.25E+01,1.64547,0,1.957742276,220,745.9999998,1,1,,110,TRUE,219,2.081085289,171,793
  'Cullenagh' to   'Knockraha',,1682,1595,86,6.58E-02,4.14E-01,8.93E+00,5.6588,0,1.695310336,220,646,1,1,,110,FALSE,218,2.007604345,,765
  'Cullenagh' to  'Rathnaskillo',,1683,1478,19.175,7.64E-02,3.93E-01,1.02E+01,1.46497,0,0.934257708,110,177.9999999,1,1,,110,TRUE,217,1.102214151,169,210
  'Cullenagh' to   'Waterford',,1683,1431,13.143,6.75E-02,2.74E-01,1.10E+02,0.8871525,0,0.934257708,110,177.9999999,1,1,,110,TRUE,216,1.049727762,168,200
 'Castledockre' to   'Lodgewood',,1684,1551,8.4,4.34E-02,1.27E-01,1.60E+02,0.36456,0,0.477626132,110,91.00000004,1,1,,110,TRUE,215,0.603593463,167,115
 'Corraclassy' to    'Gortawee',,1685,1620,10.9,7.66E-02,3.94E-01,9.42E+00,0.83494,0,0.934257708,110,177.9999999,1,1,,110,TRUE,214,1.102214151,166,210
 'Coomagearlah' to     'Glanlee',,1686,1628,2,6.11E-02,0.121,1.43E+02,0.1222,0,0.477626132,110,91.00000004,1,1,,110,TRUE,213,0.682323045,165,130
 'Castleview' to   'Cow Cross',,1687,1691,17.22,1.72E-01,3.82E-01,2.78E+01,2.96184,0,0.519615242,110,98.99999995,1,1,,110,TRUE,212,0.635085296,164,121
 'Castleview' to   'Dunkettle',,1687,1676,0.355,3.44E-01,6.82E-01,1.48E+01,0.12212,0,0.551107075,110,105,1,1,,110,TRUE,211,0.645582574,na,123
 'Castleview' to   'Knockraha',,1687,1597,7.59,1.87E-01,4.13E-01,1.21E+01,1.41933,0,0.519615242,110,98.99999995,1,1,,110,TRUE,210,0.635085296,163,121
  'Carrowbeg' to   'Castlebar',,1688,1715,26.71,1.59E-01,3.53E-01,5.77E+01,4.24689,0,0.519615242,110,98.99999995,1,1,,110,TRUE,209,0.635085296,162,121
  'Cushaling' to  'Mountlucas',,1689,1650,13.674,1.34E-01,4.27E-01,9.59E+00,1.832316,0,0.713814878,110,135.9999999,1,1,,110,TRUE,208,0.834533571,161,159
  'Cushaling' to   'Newbridge',,1689,1514,24.6072,7.60E-02,3.93E-01,9.26E+00,1.8701472,0,0.934257708,110,177.9999999,1,1,,110,TRUE,207,1.102214151,160,210
  'Cushaling' to  'Portlaoise',,1689,1495,42.14,7.60E-02,3.93E-01,9.26E+00,3.20264,0,0.934257708,110,177.9999999,1,1,,110,FALSE,206,1.102214151,,210
   'Cunghill' to     'Glenree',,1690,1505,26.293,1.81E-01,4.16E-01,8.76E+00,4.759033,0,0.934257708,110,177.9999999,1,1,,110,TRUE,205,1.096965512,158,209
   'Cunghill' to       'Sligo',,1690,1471,21.104,1.73E-01,4.17E-01,8.84E+00,3.650992,0,0.934257708,110,177.9999999,1,1,,110,TRUE,204,1.096965512,157,209
  'Cow Cross' to    'Oldcourt',,1691,1508,2.2,1.82E-01,4.18E-01,8.35E+00,0.4004,0,0.162707803,110,30.99999997,1,1,,110,TRUE,203,0.645582574,155,123
  'Cow Cross' to    'Oldcourt' 2,,1691,1507,2.3,1.84E-01,4.16E-01,9.17E+00,0.4232,0,0.162707803,110,30.99999997,1,1,,110,TRUE,202,0.645582574,155,123
  'Cow Cross' to     'Raffeen',,1691,1484,6.898,1.75E-01,4.14E-01,1.26E+01,1.20715,0,0.519615242,110,98.99999995,1,1,,110,TRUE,201,0.635085296,154,121
  'Cow Cross' to   'Whitegate',,1691,1428,17.786,1.85E-01,4.18E-01,8.60E+00,3.29041,0,0.519615242,110,98.99999995,1,1,,110,FALSE,200,0.635085296,153,121
     'Carlow' to      'Kellis',,1692,1580,5.28,1.88E-01,4.26E-01,8.43E+00,0.99264,0,0.519615242,110,98.99999995,1,1,,110,TRUE,199,0.635085296,151,121
     'Carlow' to      'Kellis' 2,,1692,1580,5.401,1.88E-01,4.17E-01,8.76E+00,1.015388,0,0.519615242,110,98.99999995,1,1,,110,TRUE,198,0.635085296,151,121
     'Carlow' to    'Stratf T',,1692,344,17.6,1.88E-01,4.17E-01,8.51E+00,3.3088,0,0.356907439,110,67.99999997,1,1,,110,TRUE,197,0.645582574,150,123
 'Charleville' to    'Glenlara',,1693,1613,28.061,1.81E-01,4.16E-01,8.43E+00,5.079041,0,0.519615242,110,98.99999995,1,1,,110,FALSE,196,0.635085296,,121
 'Charleville' to    'Killonan',,1693,1587,36.9,1.26E-01,4.04E-01,9.01E+00,4.6494,0,0.713814878,110,135.9999999,1,1,,110,TRUE,195,0.834533571,148,159
 'Charleville' to      'Mallow',,1693,1522,22.5,7.64E-02,3.93E-01,9.34E+00,1.719,0,0.934257708,110,177.9999999,1,1,,110,TRUE,194,1.102214151,147,210
Charleville to Ballyroe,,1693,17,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,193,5.243390172,na,999
 'College Park' to  'Finglas B5',,1694,1637,5.021,8.19E-02,3.06E-01,1.95E+02,0.4112199,0,0.545858436,110,103.9999999,1,1,,110,TRUE,192,0.650831213,146,124
 'College Park' to     'Corduff',,1694,1003,2.665,4.59E-02,1.95E-01,1.93E+02,0.1223235,0,0.75055535,110,143,1,1,,110,TRUE,191,0.75055535,145,143
 'Carrick on S' to    'Flagford' 2,,1695,1645,3.4,1.89E-01,4.16E-01,8.51E+00,0.6426,0,0.519615242,110,98.99999995,1,1,,110,TRUE,190,0.635085296,143,121
 'Carrick on S' to    'Flagford',,1695,1645,3.3,1.91E-01,4.18E-01,8.76E+00,0.6303,0,0.519615242,110,98.99999995,1,1,,110,TRUE,189,0.635085296,143,121
 'Carrick on S' to    'Arigna_T',,1695,1401,20.7,7.60E-02,3.78E-01,8.93E+00,1.5732,0,0.934257708,110,177.9999999,1,1,,110,TRUE,188,1.102214151,142,210
 'Cherrywood' to  'Fassaroe_T',,1696,860,2.2,1.92E-01,4.18E-01,9.59E+00,0.4224,0,0.551107075,110,105,1,1,,110,TRUE,187,0.645582574,141,123
      'Crane' to   'Lodgewood',,1697,1551,6.692,7.59E-02,3.91E-01,1.37E+01,0.5079228,0,0.934257708,110,177.9999999,1,1,,110,FALSE,186,1.102214151,,210
      'Crane' to    'Tullabeg',,1697,1438,13.653,9.75E-02,4.01E-01,1.04E+01,1.3311675,0,0.934257708,110,177.9999999,1,1,,110,TRUE,185,1.102214151,139,210
      'Crane' to     'Wexford',,1697,1427,22.821,9.75E-02,4.01E-01,1.04E+01,2.2250475,0,0.934257708,110,177.9999999,1,1,,110,TRUE,184,1.096965512,138,209
      'Cloon' to   'Lanesboro',,1699,1566,64.758,1.78E-01,4.14E-01,8.51E+00,11.526924,0,0.519615242,110,98.99999995,1,1,,110,FALSE,183,0.635085296,137,121
 'Clutterland' to    'Kilmahud',,1700,1573,0.9,1.36E-01,2.69E-01,2.93E+02,0.1224,0,0.981495458,110,187.0000001,1,1,,110,TRUE,182,1.170446455,na,223
 'Clutterland' to  'Castlebagot',,1700,1569,0.1,10,20,3.16E+02,1,0,0.981495458,110,187.0000001,1,1,,110,TRUE,181,1.170446455,na,223
  'Bracklone' to   'Newbridge',,1703,1514,22.7,1.26E-01,4.04E-01,9.01E+00,2.8602,0,0.713814878,110,135.9999999,1,1,,110,TRUE,180,0.834533571,136,159
  'Bracklone' to  'Portlaoise',,1703,1495,19.26,1.88E-01,4.18E-01,8.43E+00,3.62088,0,0.519615242,110,98.99999995,1,1,,110,TRUE,179,1.096965511,135,209
 'Carrickmines' to    'Dunstown',,1706,1664,41.61,5.70E-02,4.20E-01,1.72E+01,2.37177,0,1.138954622,220,434,1,1,,110,TRUE,178,1.346275855,134,513
 'Carrickmines' to   'Irishtown',,1706,1601,11.89,4.11E-02,1.89E-01,1.80E+02,0.488679,0,1.556221407,220,592.9999998,1,1,,110,TRUE,177,1.556221408,133,593
 'Carrickmines' to    'Ckmn_PST',,1706,1095,0.001,5,10,3.18E+04,0.005,0,1.138954622,220,434,1,1,,110,TRUE,176,1.346275855,na,513
 'Carrickmines' to      'CKM_SR',,1706,1094,0.001,5,10,3.18E+04,0.005,0,1.138954622,220,434,1,1,,110,TRUE,175,1.346275855,na,513
 'Carrickmines' to  'Cherrywood',,1707,1696,4,1.15E-01,2.45E-01,1.94E+02,0.46,0,0.551107075,110,105,1,1,,110,TRUE,174,0.645582574,132,123
 'Carrickmines' to  'Pottery Road',,1707,1492,3.2,4.92E-02,9.45E-02,4.65E+02,0.15744,0,0.624588018,110,118.9999999,1,1,,110,TRUE,173,0.624588019,131,119
 'Carrickmines' to  'CKM_Country',,1707,1097,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,172,1.102214151,na,210
 'Carrickmines' to  'Central Park',,1707,340,0.1,10,20,2.63E+01,1,0,0.713814878,110,135.9999999,1,1,,110,TRUE,171,0.834533571,na,159
 'Cromcastle' to     'Kilmore' 2,,1708,1574,1.35,9.05E-02,1.88E-01,2.65E+02,0.122175,0,0.734809434,110,140.0000001,1,1,,110,TRUE,170,0.734809433,125,140
      'Cahir' to        'Doon',,1709,1667,15.732,7.61E-02,3.93E-01,9.34E+00,1.1972052,0,0.934257708,110,177.9999999,1,1,,110,TRUE,169,1.102214151,129,210
      'Cahir' to   'Kill Hill',,1709,1651,17.95,7.62E-02,3.94E-01,9.34E+00,1.36779,0,0.934257708,110,177.9999999,1,1,,110,TRUE,168,1.102214151,128,210
      'Cahir' to   'Tipperary',,1709,1432,18.055,7.64E-02,3.93E-01,9.34E+00,1.379402,0,0.934257708,110,177.9999999,1,1,,110,TRUE,167,1.102214151,127,210
      'Cahir' to    'Barrym T',,1709,1224,43.69,7.60E-02,3.93E-01,9.26E+00,3.32044,0,0.934257708,110,177.9999999,1,1,,110,FALSE,166,1.102214151,126,210
      'Cahir' to    'Cahr_cap',,1709,1102,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,165,0.645582574,na,123
 'Cromcastle' to     'Kilmore',,1710,1574,1.35,9.05E-02,1.88E-01,2.65E+02,0.122175,0,0.734809434,110,140.0000001,1,1,,110,TRUE,164,0.734809433,125,140
  'Cath_Fall' to       'Cliff',,1711,1705,5.5,1.28E-01,4.05E-01,9.09E+00,0.704,0,0.356907439,110,67.99999997,1,1,,110,TRUE,163,0.834533571,124,159
  'Cath_Fall' to  'Corraclassy',,1711,1685,61.3,7.60E-02,3.93E-01,9.26E+00,4.6588,0,0.934257708,110,177.9999999,1,1,,110,TRUE,162,1.096965512,123,209
  'Cath_Fall' to   'Srananagh',,1711,1466,52.98,1.48E-01,4.08E-01,1.05E+01,7.84104,0,1.028733207,110,196,1,1,,110,TRUE,161,1.228181482,122,234
  'Cath_Fall' to   'Cath Fall',,1711,1117,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,160,5.243390172,na,999
  'Cath_Fall' to    'Cath_cap',,1711,1113,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,159,0.645582574,na,123
  'Cath_Fall' to     'Clogher',,1711,776,25.738,1.81E-01,4.15E-01,9.67E+00,4.658578,0,0.934257708,110,177.9999999,1,1,,110,TRUE,158,1.096965512,121,209
 'Central Park' to       'Taney',,1712,1458,5.589,6.28E-02,1.21E-01,3.41E+02,0.3509892,0,0.524863881,110,99.99999998,1,1,,110,TRUE,157,0.524863881,120,100
 'Central Park' to  'Central Park',,1712,340,3.375,6.45E-02,1.33E-01,1.93E+02,0.2176875,0,0.524863881,110,99.99999998,1,1,,110,TRUE,156,0.524863881,119,100
 'Carrigadrohi' to     'Macroom',,1713,1535,2.411,8.03E-02,3.96E-01,9.83E+00,0.1936033,0,0.934257708,110,177.9999999,1,1,,110,TRUE,155,1.102214151,118,210
 'Carrigadrohi' to      'Kilnap',,1713,739,32.091,7.62E-02,3.93E-01,9.26E+00,2.4453342,0,0.934257708,110,177.9999999,1,1,,110,TRUE,154,1.102214151,117,210
  'Cloncreen' to   'Cushaling',,1714,1689,0.5,2.44E-01,0.484,2.95E+02,0.122,0,0.734809434,110,140.0000001,1,1,,110,TRUE,153,0.734809433,na,140
  'Castlebar' to       'Cloon',,1715,1699,57.7,7.61E-02,3.93E-01,9.34E+00,4.39097,0,0.934257708,110,177.9999999,1,1,,110,TRUE,152,1.096965512,116,209
  'Castlebar' to      'Dalton',,1715,1655,27.764,7.61E-02,3.93E-01,9.34E+00,4.39097,0,0.934257708,110,178,1,1,,110,TRUE,151,1.10221415,115,210
  'Castlebar' to    'Cbar_cap',,1715,1130,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,150,0.645582574,na,123
  'Castlebar' to    'Cbar_svc',,1715,1129,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,149,52.48113947,na,9999
    'Clahane' to       'Trien',,1716,1442,9,1.88E-01,4.17E-01,8.51E+00,1.692,0,0.519615242,110,98.99999995,1,1,,110,TRUE,148,0.635085296,114,121
    'Clahane' to      'Tralee',,1716,1439,13.5,1.79E-01,4.02E-01,2.57E+01,2.4165,0,0.551107075,110,105,1,1,,110,TRUE,147,0.645582574,113,123
     'Cashla' to    'Flagford',,1717,1644,88.091,5.66E-02,4.19E-01,8.60E+00,4.9859506,0,0.918511792,220,350,1,1,,110,TRUE,146,1.144203261,112,436
