name,bus,p_mw,vm_pu,sn_mva,min_q_mvar,max_q_mvar,scaling,slack,in_service,zone,slack_weight,min_p_mw,max_p_mw,bus_name,type,controllable,max_vm_pu,min_vm_pu,in_service_old_bess
 'Reenascreena',920,0,1,,-1.479078473,1.479078473,1,FALSE,TRUE,6,0,0,4.5,22273,17,TRUE,1.1,0.9,
 'KILVEENOGE',921,0,1,,-5.587629788,5.587629788,1,FALSE,TRUE,6,0,0,17,22272,17,TRUE,1.1,0.9,
Beaulieu Solar,942,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,7,0,0,4,,23,TRUE,1.1,0.9,
 'Burtonstown_',944,0,1.05,,-0.049302616,0.049302616,1,FALSE,TRUE,7,0,0,0.15,21874,17,TRUE,1.1,0.9,
    'DUNMORE',946,0,1.05,,-0.821710263,0.821710263,1,FALSE,TRUE,7,0,0,2.5,21872,17,TRUE,1.1,0.9,
    'Dunmore_2',947,0,1.01,,-0.558762979,0.558762979,1,FALSE,TRUE,7,0,0,1.7,21871,17,TRUE,1.1,0.9,
Cluide Solar,961,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,7,0,0,4,,23,TRUE,1.1,0.9,
 'Knockalough',964,0,1.05,,-11.04378593,11.04378593,1,FALSE,TRUE,2,0,0,33.6,21791,17,TRUE,1.1,0.9,
Horsepasture Solar Farm (Grian PV),974,0,1,,-2.629472841,2.629472841,1,FALSE,TRUE,8,0,0,8,,23,TRUE,1.1,0.9,
Clonmel Renewable Energy Community A,974,0,1,,-0.1674,0.1674,1,FALSE,TRUE,8,0,0,5,,23,TRUE,1.1,0.9,
Ballyboe ph 2,974,0,1,,-1.25879019,1.25879019,1,FALSE,TRUE,8,0,0,4,,23,TRUE,1.1,0.9,
 'Drombeg Sola',977,0,1,,-32.21104231,32.21104231,1,FALSE,TRUE,5,0,0,98,21571,23,TRUE,1.1,0.9,
Ballylongford Windfarm,978,0,1,,-8.22,8.22,1,FALSE,TRUE,5,0,0,25,,17,TRUE,1.1,0.9,
Cooltubbrid West Solar,982,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,12,0,0,4,,23,TRUE,1.1,0.9,
Foxhall PV,982,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,12,0,0,4,,23,TRUE,1.1,0.9,
Kilcannon,982,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,12,0,0,5,,23,TRUE,1.1,0.9,
Drumroe East Solar Farm,982,0,1,,-4.930261578,4.930261578,1,FALSE,TRUE,12,0,0,15,,23,TRUE,1.1,0.9,
Poulbautia Solar Farm,982,0,1,,-6.244997998,6.244997998,1,FALSE,TRUE,12,0,0,19,,23,TRUE,1.1,0.9,
    'DROMADA',983,0,1.05,,-9.367496998,9.367496998,1,FALSE,TRUE,5,0,0,28.5,21371,17,TRUE,1.1,0.9,
Clonloghan Solar Farm,990,0,1,,-3.286841052,3.286841052,1,FALSE,TRUE,4,0,0,10,,23,TRUE,1.1,0.9,
    'DUNDALK',993,0,1.05,,-0.164342053,0.164342053,1,FALSE,TRUE,7,0,0,0.5,21071,17,TRUE,1.1,0.9,
Willville Extension Solar Park,998,0,1,,-0.328684105,0.328684105,1,FALSE,TRUE,7,0,0,1,,23,TRUE,1.1,0.9,
Willville Solar Park,998,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,7,0,0,4,,23,TRUE,1.1,0.9,
Kilcurly Solar,998,0,1,,-14.79078473,14.79078473,1,FALSE,TRUE,5,0,0,45,,23,TRUE,1.1,0.9,
 'Corduff_Flex',1005,0,1.05,,-23.00788736,23.00788736,1,FALSE,TRUE,11,0,0,70,20401,9,TRUE,1.1,0.9,
 'Ballymar_ph2',44,0,1.05,,-2.629472841,2.629472841,1,FALSE,TRUE,9,0,0,8,68408,17,TRUE,1.1,0.9,
   'RICHFIEL',162,0,1.04,,-2.21861771,2.21861771,1,FALSE,TRUE,9,0,0,6.75,55073,17,TRUE,1.1,0.9,
 'Knockadosan',111,0,1.05,,-1.972104631,1.972104631,1,FALSE,TRUE,9,0,0,6,68104,17,TRUE,1.1,0.9,
   'BALLYMAR',181,0,1,,-1.972104631,1.972104631,1,FALSE,TRUE,9,0,0,6,54472,17,TRUE,1.1,0.9,
 'COOMAGE_PH3',1012,0,1.05,,-9.860523155,9.860523155,1,FALSE,TRUE,5,0,0,30,19773,17,TRUE,1.1,0.9,
 'Coomagearlah',1013,0,1.05,,-2.793814894,2.793814894,1,FALSE,TRUE,5,0,0,8.5,19772,17,TRUE,1.1,0.9,
 'Coomagearlah_2',1014,0,1.05,,-13.96907447,13.96907447,1,FALSE,TRUE,5,0,0,42.5,19771,17,TRUE,1.1,0.9,
     'castle_2',1018,1.9,1.05,,-1.314736421,1.314736421,1,FALSE,TRUE,10,0,0,4,19602,99,TRUE,1.1,0.9,
     'castle',1018,1.9,1.05,,-0.65736821,0.65736821,1,FALSE,TRUE,10,0,0,2,19602,99,TRUE,1.1,0.9,
 'Kingsmountai',1021,0,1.05,,-3.631959362,3.631959362,1,FALSE,TRUE,2,0,0,11.05,19372,17,TRUE,1.1,0.9,
 'Kingsmountai_2',1022,0,1.05,,-7.806247498,7.806247498,1,FALSE,TRUE,2,0,0,23.75,19371,17,TRUE,1.1,0.9,
Ballynacrusha,1028,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,10,0,0,5,,23,TRUE,1.1,0.9,
Barryscourt Solar Farm,1028,0,1,,-2.629472842,2.629472842,1,FALSE,TRUE,10,0,0,8,,23,TRUE,1.1,0.9,
Bilboa Wind farm Ext,1040,0,1,,-1.97,1.97,1,FALSE,TRUE,9,0,0,6,,17,TRUE,1.1,0.9,
   'GREENOGE',1066,0,1.04,,-1.640133685,1.640133685,1,FALSE,TRUE,9,0,0,4.99,18471,17,TRUE,1.1,0.9,
 'Knocknalour_2',615,0,1,,-1.511946884,1.511946884,1,FALSE,TRUE,9,0,0,4.6,36473,17,TRUE,1.1,0.9,
   'CRONELEA_2',1032,0,1.04,,-1.511946884,1.511946884,1,FALSE,TRUE,9,0,0,4.6,19083,17,TRUE,1.1,0.9,
   'CRONELEA',1031,0,1.04,,-1.479078473,1.479078473,1,FALSE,TRUE,9,0,0,4.5,19084,17,TRUE,1.1,0.9,
Kilcarrig Solar PV Farm,1040,0,1,,-1.314736421,1.314736421,1,FALSE,TRUE,9,0,0,4,,23,TRUE,1.1,0.9,
Coppenagh solar,1040,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,9,0,0,5,,23,TRUE,1.1,0.9,
Coppenagh Solar Park Extension,1040,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,9,0,0,5,,23,TRUE,1.1,0.9,
Coppenagh Solar Phase 2,1040,0,1,,-1.972104631,1.972104631,1,FALSE,TRUE,9,0,0,6,,23,TRUE,1.1,0.9,
     'RAHORA',182,0,1.01,,-1.396907447,1.396907447,1,FALSE,TRUE,9,0,0,4.25,54471,17,TRUE,1.1,0.9,
Coppenagh Solar Phase 3,1040,0,1,,-6.573682103,6.573682103,1,FALSE,TRUE,9,0,0,20,,23,TRUE,1.1,0.9,
Castlerea Trust Solar Project,1056,0,1,,-1.643420526,1.643420526,1,FALSE,FALSE,3,0,0,5,,23,TRUE,1.1,0.9,
Ardass Solar,1056,0,1,,-0.65736821,0.65736821,1,FALSE,TRUE,3,0,0,2,,23,TRUE,1.1,0.9,
Polecat Community PV,1056,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,3,0,0,5,,23,TRUE,1.1,0.9,
  'Ballyduff',613,0,1.04,,-1.314736421,1.314736421,1,FALSE,TRUE,9,0,0,4,36475,17,TRUE,1.1,0.9,
 'Ballynancora',616,0,1.04,,-1.314736421,1.314736421,1,FALSE,TRUE,9,0,0,4,36472,17,TRUE,1.1,0.9,
Monart Spa Ground Mount 3,1070,0,1,,-0.427289337,0.427289337,1,FALSE,TRUE,9,0,0,1.3,,23,TRUE,1.1,0.9,
Deerpark New Solar Park,1070,0,1,,-0.986052316,0.986052316,1,FALSE,TRUE,9,0,0,3,,23,TRUE,1.1,0.9,
Macallian Solar,1070,0,1,,-2.958156947,2.958156947,1,FALSE,TRUE,9,0,0,9,,23,TRUE,1.1,0.9,
  'Rossaveel',1072,0,1.05,,-0.986052316,0.986052316,1,FALSE,TRUE,2,0,0,3,18372,17,TRUE,1.1,0.9,
Inverin Community Wind Turbine,1075,0,1,,-1.64,1.64,1,FALSE,TRUE,2,0,0,5,,17,TRUE,1.1,0.9,
  'CLOONLUSK',1077,0,1,,-1.396907447,1.396907447,1,FALSE,TRUE,2,0,0,4.25,18271,17,TRUE,1.1,0.9,
Milltown Community Solar Farm,1080,0,1,,-1.643420526,1.643420526,1,FALSE,FALSE,2,0,0,5,,23,TRUE,1.1,0.9,
Cloonascragh Solar,1080,0,1,,-6.573682104,6.573682104,1,FALSE,TRUE,2,0,0,20,,23,TRUE,1.1,0.9,
Clooninagh Wind Farm,1080,0,1,,-1.64,1.64,1,FALSE,TRUE,2,0,0,5,,17,TRUE,1.1,0.9,
     'CLIFG2',1092,10,1.05,,-3,7,1,FALSE,TRUE,1,0,3,10,17672,13,TRUE,1.1,0.9,
     'CLIFG1',1093,10,1.05,,-3,7,1,FALSE,TRUE,1,0,3,10,17671,13,TRUE,1.1,0.9,
Magherareagh Solar PV Farm,1106,0,1,,-1.643420526,1.643420526,1,FALSE,TRUE,8,0,0,5,,23,TRUE,1.1,0.9,
Monroe East solar from merge Ballyfowloo Lawclon,1106,0,1,,-2.629472841,2.629472841,1,FALSE,TRUE,8,0,0,8,,23,TRUE,1.1,0.9,
Ballymacadam (Monraha) Solar PV Farm,1106,0,1,,-6.75,6.75,1,FALSE,TRUE,8,0,0,21,,23,TRUE,1.1,0.9,
    'ANARGET',1109,0,1,,-0.006573682,0.006573682,1,FALSE,TRUE,1,0,0,0.02,17077,17,TRUE,1.1,0.9,
    'ANARGET_2',1110,0,1,,-0.650794528,0.650794528,1,FALSE,TRUE,1,0,0,1.98,17075,17,TRUE,1.1,0.9,
     'CATHG4',1111,23,1.05,,-25,23,1,FALSE,TRUE,1,0,5,23,17074,13,TRUE,1.1,0.9,
     'CATHG3',1112,22,1.05,,-25,23,1,FALSE,TRUE,1,0,5,22,17073,13,TRUE,1.1,0.9,
Derrykillew Wind Farm,1117,0,1,,-12.5,12.5,1,FALSE,TRUE,1,0,0,38,,17,TRUE,1.1,0.9,
     'CDRDG3',1120,8,1.05,,-1,7,1,FALSE,TRUE,5,0,2,8,16873,13,TRUE,1.1,0.9,
  'Cloncreen',1121,0,1.05,,-32.86841052,32.86841052,1,FALSE,TRUE,11,0,0,100,16771,17,TRUE,1.1,0.9,
 'Lenanavea_Bu_2',1123,5.712,1,,-2.235051915,2.235051915,1,FALSE,FALSE,2,0,0,6.8,16676,17,TRUE,1.1,0.9,
 'Lenanavea_Bu',1123,0,1,,-2.235051915,2.235051915,1,FALSE,TRUE,2,0,0,6.8,16676,17,TRUE,1.1,0.9,
 'RAHEEN_BAR_2',1124,0,1.04,,-2.793814894,2.793814894,1,FALSE,TRUE,2,0,0,8.5,16675,17,TRUE,1.1,0.9,
 'RAHEEN_BAR_1',1125,0,1.04,,-6.146392767,6.146392767,1,FALSE,TRUE,2,0,0,18.7,16674,17,TRUE,1.1,0.9,
 'CUILLALEA2',1126,0,1.04,,-0.522607727,0.522607727,1,FALSE,TRUE,2,0,0,1.59,16672,17,TRUE,1.1,0.9,
 'Cuillalea1',1127,0,1.04,,-1.117525958,1.117525958,1,FALSE,TRUE,2,0,0,3.4,16671,17,TRUE,1.1,0.9,
 'LENENEVEA_BU',1128,0,1,,-1.528381089,1.528381089,1,FALSE,TRUE,2,0,0,4.65,16670,17,TRUE,1.1,0.9,
   'Banemore',1137,0,1.05,,-11.17525958,11.17525958,1,FALSE,FALSE,5,0,0,34,16572,23,TRUE,1.1,0.9,
    'CLAHANE',1138,0,1.05,,-12.42425918,12.42425918,1,FALSE,TRUE,5,0,0,37.8,16571,17,TRUE,1.1,0.9,
 'Tullynamoyla',1144,0,1.05,,-3.93763558,3.93763558,1,FALSE,TRUE,1,0,0,11.98,16392,17,TRUE,1.1,0.9,
 'Tullynamoyla_2',1146,0,1.05,,-3.36112366,3.36112366,1,FALSE,TRUE,1,0,0,10.226,16382,17,TRUE,1.1,0.9,
 'Moneenatieve',1147,0,1,,-0.095318391,0.095318391,1,FALSE,TRUE,1,0,0,0.29,16379,17,TRUE,1.1,0.9,
 'Caranne_Hill',1148,0,1,,-0.525894568,0.525894568,1,FALSE,TRUE,1,0,0,1.6,16378,17,TRUE,1.1,0.9,
 'Tullynamoyla_3',1149,0,1,,-2.958156947,2.958156947,1,FALSE,TRUE,1,0,0,9,16377,17,TRUE,1.1,0.9,
    'Geevagh',1150,0,1,,-1.626986321,1.626986321,1,FALSE,TRUE,1,0,0,4.95,16376,17,TRUE,1.1,0.9,
 'Moneenatieve_2',1151,0,1,,-1.301589057,1.301589057,1,FALSE,TRUE,1,0,0,3.96,16375,17,TRUE,1.1,0.9,
 'Altagowlan',1152,0,1,,-2.514433405,2.514433405,1,FALSE,TRUE,1,0,0,7.65,16374,17,TRUE,1.1,0.9,
 'Black_Banks_',1153,0,1,,-2.235051915,2.235051915,1,FALSE,TRUE,1,0,0,6.8,16373,17,TRUE,1.1,0.9,
 'Black_Banks__2',1154,0,1,,-1.117525958,1.117525958,1,FALSE,TRUE,1,0,0,3.4,16372,17,TRUE,1.1,0.9,
 'Caranne_Hill_2',1155,0,1,,-1.117525958,1.117525958,1,FALSE,TRUE,1,0,0,3.4,16371,17,TRUE,1.1,0.9,
Garravagh Solar,1169,0,1,,-4.601577472,4.601577472,1,FALSE,TRUE,10,0,0,14,,23,TRUE,1.1,0.9,
    'Clonfad',1172,0,1,,-32.86841052,32.86841052,1,FALSE,TRUE,11,0,0,100,15971,23,TRUE,1.1,0.9,
